PFAS,tissue,toadID,day,concentration_ug_per_kg
PFTeDA,wholebody,22-0237,0,9.54
PFTeDA,wholebody,22-0197,7,24.3
PFTeDA,wholebody,22-0212,7,34.06
PFTeDA,wholebody,22-0214,7,37.59
PFTeDA,wholebody,22-0232,7,9.51
PFTeDA,wholebody,22-0234,7,11.67
PFTeDA,wholebody,22-0249,7,35.92
PFTeDA,wholebody,22-0200,14,42.46
PFTeDA,wholebody,22-0215,14,4.94
PFTeDA,wholebody,22-0216,14,21.87
PFTeDA,wholebody,22-0233,14,28.95
PFTeDA,wholebody,22-0250,14,35.17
PFTeDA,wholebody,22-0202,21,88.86
PFTeDA,wholebody,22-0217,21,3.8
PFTeDA,wholebody,22-0218,21,37.31
PFTeDA,wholebody,22-0235,21,14.45
PFTeDA,wholebody,22-0240,21,5.08
PFTeDA,wholebody,22-0251,21,20.17
PFTeDA,wholebody,22-0203,28,16.91
PFTeDA,wholebody,22-0219,28,70.04
PFTeDA,wholebody,22-0221,28,10.8
PFTeDA,wholebody,22-0236,28,94.89
PFTeDA,wholebody,22-0241,28,4.06
PFTeDA,wholebody,22-0252,28,14.16
PFTeDA,wholebody,22-0182,35,25.83
PFTeDA,wholebody,22-0220,35,9.15
PFTeDA,wholebody,22-0224,35,13.53
PFTeDA,wholebody,22-0238,35,25.82
PFTeDA,wholebody,22-0253,35,7.15
PFTeDA,wholebody,22-0255,35,133.12
PFTeDA,wholebody,22-0183,42,12.95
PFTeDA,wholebody,00-0206,42,5.01
PFTeDA,wholebody,22-0222,42,95.43
PFTeDA,wholebody,22-0225,42,18.42
PFTeDA,wholebody,22-0254,42,17.87
PFTeDA,wholebody,22-0186,49,6.54
PFTeDA,wholebody,22-0205,49,46.89
PFTeDA,wholebody,22-0207,49,63.96
PFTeDA,wholebody,22-0223,49,39.84
PFTeDA,wholebody,22-0226,49,43.67
PFTeDA,wholebody,22-0244,49,48.95
PFTeDA,wholebody,22-0187,56,38.04
PFTeDA,wholebody,22-0208,56,34.73
PFTeDA,wholebody,22-0228,56,39.67
PFTeDA,wholebody,22-0229,56,11.64
PFTeDA,wholebody,22-0245,56,24.88
PFTeDA,wholebody,22-0256,56,9.36
PFUdA,liver,22-0180,0,98.82
PFUdA,liver,22-0181,0,20.44
PFUdA,liver,22-0196,0,16.69
PFUdA,liver,22-0199,0,9.6
PFUdA,liver,22-0201,0,14.78
PFUdA,liver,22-0209,0,11.42
PFUdA,liver,22-0210,0,31.09
PFUdA,liver,22-0213,0,30.66
PFUdA,liver,22-0230,0,59.01
PFUdA,liver,22-0231,0,17.52
PFUdA,liver,22-0246,0,16.25
PFUdA,liver,22-0247,0,11.27
PFUdA,liver,22-0237,0,5.2
PFUdA,liver,22-0197,7,95.89
PFUdA,liver,22-0212,7,58.98
PFUdA,liver,22-0214,7,79.94
PFUdA,liver,22-0232,7,50.07
PFUdA,liver,22-0234,7,41.65
PFUdA,liver,22-0249,7,96.9
PFUdA,liver,22-0200,14,301.36
PFUdA,liver,22-0215,14,58.96
PFUdA,liver,22-0216,14,60.65
PFUdA,liver,22-0233,14,156.79
PFUdA,liver,22-0250,14,68.93
PFUdA,liver,22-0202,21,161.65
PFUdA,liver,22-0217,21,41.79
PFUdA,liver,22-0218,21,151.33
PFUdA,liver,22-0235,21,170.53
PFUdA,liver,22-0240,21,93.56
PFUdA,liver,22-0251,21,154.28
PFUdA,liver,22-0203,28,202.62
PFUdA,liver,22-0219,28,241.24
PFUdA,liver,22-0221,28,167.16
PFUdA,liver,22-0236,28,277.84
PFUdA,liver,22-0241,28,125.73
PFUdA,liver,22-0252,28,182
PFUdA,liver,22-0182,35,294.06
PFUdA,liver,22-0220,35,237.13
PFUdA,liver,22-0224,35,153.42
PFUdA,liver,22-0238,35,25.13
PFUdA,liver,22-0253,35,187.76
PFUdA,liver,22-0255,35,260.22
PFUdA,liver,22-0183,42,83.26
PFUdA,liver,00-0206,42,168.54
PFUdA,liver,22-0222,42,288.84
PFUdA,liver,22-0225,42,196.68
PFUdA,liver,22-0254,42,148.73
PFUdA,liver,22-0186,49,156.75
PFUdA,liver,22-0205,49,152.19
PFUdA,liver,22-0207,49,353.74
PFUdA,liver,22-0223,49,85.99
PFUdA,liver,22-0226,49,125.43
PFUdA,liver,22-0244,49,205
PFUdA,liver,22-0187,56,170.25
PFUdA,liver,22-0208,56,148.23
PFUdA,liver,22-0228,56,207.87
PFUdA,liver,22-0229,56,127.05
PFUdA,liver,22-0245,56,78.55
PFUdA,liver,22-0256,56,110.75
PFUdA,wholebody,22-0180,0,15.62
PFUdA,wholebody,22-0181,0,1.73
PFUdA,wholebody,22-0196,0,5.94
PFUdA,wholebody,22-0199,0,4.58
PFUdA,wholebody,22-0201,0,1.05
PFUdA,wholebody,22-0209,0,4.05
PFUdA,wholebody,22-0210,0,4.01
PFUdA,wholebody,22-0213,0,5.55
PFUdA,wholebody,22-0230,0,17.89
PFUdA,wholebody,22-0231,0,3.4
PFUdA,wholebody,22-0246,0,3.93
PFUdA,wholebody,22-0247,0,2.66
PFUdA,wholebody,22-0237,0,3.93
PFUdA,wholebody,22-0197,7,25.52
PFUdA,wholebody,22-0212,7,33.56
PFUdA,wholebody,22-0214,7,54.93
PFUdA,wholebody,22-0232,7,15.47
PFUdA,wholebody,22-0234,7,10.81
PFUdA,wholebody,22-0249,7,42.21
PFUdA,wholebody,22-0200,14,33.52
PFUdA,wholebody,22-0215,14,19.12
PFUdA,wholebody,22-0216,14,105.79
PFUdA,wholebody,22-0233,14,31.49
PFUdA,wholebody,22-0250,14,32.51
PFUdA,wholebody,22-0202,21,55.99
PFUdA,wholebody,22-0217,21,18.13
PFUdA,wholebody,22-0218,21,137.1
PFUdA,wholebody,22-0235,21,37.21
PFUdA,wholebody,22-0240,21,26.76
PFUdA,wholebody,22-0251,21,56.08
PFUdA,wholebody,22-0203,28,0
PFUdA,wholebody,22-0219,28,88.75
PFUdA,wholebody,22-0221,28,128.63
PFUdA,wholebody,22-0236,28,73.21
PFUdA,wholebody,22-0241,28,31.41
PFUdA,wholebody,22-0252,28,85.11
PFUdA,wholebody,22-0182,35,92.86
PFUdA,wholebody,22-0220,35,33.77
PFUdA,wholebody,22-0224,35,76.59
PFUdA,wholebody,22-0238,35,39.46
PFUdA,wholebody,22-0253,35,29.07
PFUdA,wholebody,22-0255,35,110.38
PFUdA,wholebody,22-0183,42,43.32
PFUdA,wholebody,00-0206,42,36.72
PFUdA,wholebody,22-0222,42,97.08
PFUdA,wholebody,22-0225,42,95.51
PFUdA,wholebody,22-0254,42,54.01
PFUdA,wholebody,22-0186,49,19.4
PFUdA,wholebody,22-0205,49,39.03
PFUdA,wholebody,22-0207,49,82.51
PFUdA,wholebody,22-0223,49,109.55
PFUdA,wholebody,22-0226,49,70.24
PFUdA,wholebody,22-0244,49,56.36
PFUdA,wholebody,22-0187,56,109.72
PFUdA,wholebody,22-0208,56,69.22
PFUdA,wholebody,22-0228,56,96.22
PFUdA,wholebody,22-0229,56,44.95
PFUdA,wholebody,22-0245,56,23.43
PFUdA,wholebody,22-0256,56,27.41
PFPeA,liver,22-0180,0,0
PFPeA,liver,22-0181,0,0
PFPeA,liver,22-0196,0,0
PFPeA,liver,22-0199,0,0
PFPeA,liver,22-0201,0,0
PFPeA,liver,22-0209,0,0
PFPeA,liver,22-0210,0,0
PFPeA,liver,22-0213,0,0
PFPeA,liver,22-0230,0,0
PFPeA,liver,22-0231,0,0
PFPeA,liver,22-0246,0,0
PFPeA,liver,22-0247,0,0
PFPeA,liver,22-0237,0,0
PFPeA,liver,22-0197,7,0
PFPeA,liver,22-0212,7,0
PFPeA,liver,22-0214,7,0
PFPeA,liver,22-0232,7,0
PFPeA,liver,22-0234,7,0
PFPeA,liver,22-0249,7,0
PFPeA,liver,22-0200,14,0
PFPeA,liver,22-0215,14,0
PFPeA,liver,22-0216,14,0
PFPeA,liver,22-0233,14,0
PFPeA,liver,22-0250,14,0
PFPeA,liver,22-0202,21,0
PFPeA,liver,22-0217,21,0
PFPeA,liver,22-0218,21,0
PFPeA,liver,22-0235,21,0
PFPeA,liver,22-0240,21,0
PFPeA,liver,22-0251,21,0
PFPeA,liver,22-0203,28,0
PFPeA,liver,22-0219,28,0
PFPeA,liver,22-0221,28,0
PFPeA,liver,22-0236,28,0
PFPeA,liver,22-0241,28,0
PFPeA,liver,22-0252,28,0
PFPeA,liver,22-0182,35,0
PFPeA,liver,22-0220,35,0
PFPeA,liver,22-0224,35,0
PFPeA,liver,22-0238,35,0
PFPeA,liver,22-0253,35,0
PFPeA,liver,22-0255,35,0
PFPeA,liver,22-0183,42,0
PFPeA,liver,00-0206,42,0
PFPeA,liver,22-0222,42,0
PFPeA,liver,22-0225,42,0
PFPeA,liver,22-0254,42,0
PFPeA,liver,22-0186,49,0
PFPeA,liver,22-0205,49,0
PFPeA,liver,22-0207,49,0
PFPeA,liver,22-0223,49,0
PFPeA,liver,22-0226,49,0
PFPeA,liver,22-0244,49,0
PFPeA,liver,22-0187,56,0
PFPeA,liver,22-0208,56,0
PFPeA,liver,22-0228,56,0
PFPeA,liver,22-0229,56,0
PFPeA,liver,22-0245,56,0
PFPeA,liver,22-0256,56,0
PFPeA,wholebody,22-0180,0,0
PFPeA,wholebody,22-0181,0,0
PFPeA,wholebody,22-0196,0,0
PFPeA,wholebody,22-0199,0,0
PFPeA,wholebody,22-0201,0,0
PFPeA,wholebody,22-0209,0,0
PFPeA,wholebody,22-0210,0,0
PFPeA,wholebody,22-0213,0,0
PFPeA,wholebody,22-0230,0,0
PFPeA,wholebody,22-0231,0,0
PFPeA,wholebody,22-0246,0,0
PFPeA,wholebody,22-0247,0,0
PFPeA,wholebody,22-0237,0,0
PFPeA,wholebody,22-0197,7,0
PFPeA,wholebody,22-0212,7,0
PFPeA,wholebody,22-0214,7,0
PFPeA,wholebody,22-0232,7,0
PFPeA,wholebody,22-0234,7,0
PFPeA,wholebody,22-0249,7,0
PFPeA,wholebody,22-0200,14,0
PFPeA,wholebody,22-0215,14,0
PFPeA,wholebody,22-0216,14,0
PFPeA,wholebody,22-0233,14,0
PFPeA,wholebody,22-0250,14,0
PFPeA,wholebody,22-0202,21,0
PFPeA,wholebody,22-0217,21,0
PFPeA,wholebody,22-0218,21,0
PFPeA,wholebody,22-0235,21,0
PFPeA,wholebody,22-0240,21,0
PFPeA,wholebody,22-0251,21,0
PFPeA,wholebody,22-0203,28,0
PFPeA,wholebody,22-0219,28,0
PFPeA,wholebody,22-0221,28,0
PFPeA,wholebody,22-0236,28,0
PFPeA,wholebody,22-0241,28,0
PFPeA,wholebody,22-0252,28,0
PFPeA,wholebody,22-0182,35,0
PFPeA,wholebody,22-0220,35,0
PFPeA,wholebody,22-0224,35,0
PFPeA,wholebody,22-0238,35,0
PFPeA,wholebody,22-0253,35,0
PFPeA,wholebody,22-0255,35,0
PFPeA,wholebody,22-0183,42,0
PFPeA,wholebody,00-0206,42,0
PFPeA,wholebody,22-0222,42,0
PFPeA,wholebody,22-0225,42,0
PFPeA,wholebody,22-0254,42,0
PFPeA,wholebody,22-0186,49,0
PFPeA,wholebody,22-0205,49,0
PFPeA,wholebody,22-0207,49,0
PFPeA,wholebody,22-0223,49,0
PFPeA,wholebody,22-0226,49,0
PFPeA,wholebody,22-0244,49,0
PFPeA,wholebody,22-0187,56,0
PFPeA,wholebody,22-0208,56,0
PFPeA,wholebody,22-0228,56,0
PFPeA,wholebody,22-0229,56,0
PFPeA,wholebody,22-0245,56,0
PFPeA,wholebody,22-0256,56,0
PFHxA,liver,22-0180,0,0
PFHxA,liver,22-0181,0,0
PFHxA,liver,22-0196,0,0
PFHxA,liver,22-0199,0,0
PFHxA,liver,22-0201,0,0
PFHxA,liver,22-0209,0,0
PFHxA,liver,22-0210,0,0
PFHxA,liver,22-0213,0,0
PFHxA,liver,22-0230,0,2.03
PFHxA,liver,22-0231,0,5.69
PFHxA,liver,22-0246,0,0
PFHxA,liver,22-0247,0,0
PFHxA,liver,22-0237,0,0
PFHxA,liver,22-0197,7,0
PFHxA,liver,22-0212,7,0
PFHxA,liver,22-0214,7,4.82
PFHxA,liver,22-0232,7,0
PFHxA,liver,22-0234,7,5.26
PFHxA,liver,22-0249,7,4.75
PFHxA,liver,22-0200,14,9.34
PFHxA,liver,22-0215,14,5.79
PFHxA,liver,22-0216,14,6.84
PFHxA,liver,22-0233,14,7.3
PFHxA,liver,22-0250,14,0
PFHxA,liver,22-0202,21,0
PFHxA,liver,22-0217,21,4.66
PFHxA,liver,22-0218,21,5.25
PFHxA,liver,22-0235,21,0
PFHxA,liver,22-0240,21,0
PFHxA,liver,22-0251,21,0
PFHxA,liver,22-0203,28,3.74
PFHxA,liver,22-0219,28,0
PFHxA,liver,22-0221,28,0
PFHxA,liver,22-0236,28,0
PFHxA,liver,22-0241,28,0
PFHxA,liver,22-0252,28,0
PFHxA,liver,22-0182,35,0
PFHxA,liver,22-0220,35,0
PFHxA,liver,22-0224,35,0
PFHxA,liver,22-0238,35,0
PFHxA,liver,22-0253,35,0
PFHxA,liver,22-0255,35,0
PFHxA,liver,22-0183,42,0
PFHxA,liver,00-0206,42,0
PFHxA,liver,22-0222,42,0
PFHxA,liver,22-0225,42,0
PFHxA,liver,22-0254,42,0
PFHxA,liver,22-0186,49,0
PFHxA,liver,22-0205,49,0
PFHxA,liver,22-0207,49,0
PFHxA,liver,22-0223,49,0
PFHxA,liver,22-0226,49,0
PFHxA,liver,22-0244,49,0
PFHxA,liver,22-0187,56,0
PFHxA,liver,22-0208,56,0
PFHxA,liver,22-0228,56,0
PFHxA,liver,22-0229,56,0
PFHxA,liver,22-0245,56,0
PFHxA,liver,22-0256,56,0
PFHxA,wholebody,22-0180,0,0
PFHxA,wholebody,22-0181,0,0
PFHxA,wholebody,22-0196,0,0
PFHxA,wholebody,22-0199,0,0
PFHxA,wholebody,22-0201,0,0
PFHxA,wholebody,22-0209,0,0
PFHxA,wholebody,22-0210,0,0
PFHxA,wholebody,22-0213,0,0
PFHxA,wholebody,22-0230,0,0
PFHxA,wholebody,22-0231,0,0
PFHxA,wholebody,22-0246,0,0
PFHxA,wholebody,22-0247,0,0
PFHxA,wholebody,22-0237,0,0
PFHxA,wholebody,22-0197,7,0
PFHxA,wholebody,22-0212,7,0
PFHxA,wholebody,22-0214,7,0
PFHxA,wholebody,22-0232,7,0
PFHxA,wholebody,22-0234,7,0
PFHxA,wholebody,22-0249,7,0
PFHxA,wholebody,22-0200,14,3.78
PFHxA,wholebody,22-0215,14,5.75
PFHxA,wholebody,22-0216,14,0
PFHxA,wholebody,22-0233,14,2.17
PFHxA,wholebody,22-0250,14,0
PFHxA,wholebody,22-0202,21,0
PFHxA,wholebody,22-0217,21,9.38
PFHxA,wholebody,22-0218,21,4.96
PFHxA,wholebody,22-0235,21,0
PFHxA,wholebody,22-0240,21,0
PFHxA,wholebody,22-0251,21,0
PFHxA,wholebody,22-0203,28,0
PFHxA,wholebody,22-0219,28,7.83
PFHxA,wholebody,22-0221,28,0
PFHxA,wholebody,22-0236,28,0
PFHxA,wholebody,22-0241,28,0
PFHxA,wholebody,22-0252,28,0
PFHxA,wholebody,22-0182,35,0
PFHxA,wholebody,22-0220,35,0
PFHxA,wholebody,22-0224,35,0
PFHxA,wholebody,22-0238,35,0
PFHxA,wholebody,22-0253,35,0
PFHxA,wholebody,22-0255,35,0
PFHxA,wholebody,22-0183,42,0
PFHxA,wholebody,00-0206,42,0
PFHxA,wholebody,22-0222,42,0
PFHxA,wholebody,22-0225,42,0
PFHxA,wholebody,22-0254,42,0
PFHxA,wholebody,22-0186,49,0
PFHxA,wholebody,22-0205,49,0
PFHxA,wholebody,22-0207,49,0
PFHxA,wholebody,22-0223,49,0
PFHxA,wholebody,22-0226,49,0
PFHxA,wholebody,22-0244,49,0
PFHxA,wholebody,22-0187,56,0
PFHxA,wholebody,22-0208,56,0
PFHxA,wholebody,22-0228,56,0
PFHxA,wholebody,22-0229,56,0
PFHxA,wholebody,22-0245,56,0
PFHxA,wholebody,22-0256,56,0
PFBA,liver,22-0180,0,5.83
PFBA,liver,22-0181,0,12.41
PFBA,liver,22-0196,0,0
PFBA,liver,22-0199,0,0
PFBA,liver,22-0201,0,13.79
PFBA,liver,22-0209,0,4.03
PFBA,liver,22-0210,0,0
PFBA,liver,22-0213,0,0
PFBA,liver,22-0230,0,5.1
PFBA,liver,22-0231,0,0
PFBA,liver,22-0246,0,29.71
PFBA,liver,22-0247,0,23.82
PFBA,liver,22-0237,0,39.93
PFBA,liver,22-0197,7,70.05
PFBA,liver,22-0212,7,26.39
PFBA,liver,22-0214,7,25.21
PFBA,liver,22-0232,7,25.37
PFBA,liver,22-0234,7,10.77
PFBA,liver,22-0249,7,31.35
PFBA,liver,22-0200,14,25.45
PFBA,liver,22-0215,14,2.77
PFBA,liver,22-0216,14,3.8
PFBA,liver,22-0233,14,30.08
PFBA,liver,22-0250,14,0
PFBA,liver,22-0202,21,22.08
PFBA,liver,22-0217,21,11.31
PFBA,liver,22-0218,21,0
PFBA,liver,22-0235,21,4.96
PFBA,liver,22-0240,21,0
PFBA,liver,22-0251,21,19.63
PFBA,liver,22-0203,28,0
PFBA,liver,22-0219,28,6.14
PFBA,liver,22-0221,28,97.03
PFBA,liver,22-0236,28,4.68
PFBA,liver,22-0241,28,27.07
PFBA,liver,22-0252,28,39.45
PFBA,liver,22-0182,35,0
PFBA,liver,22-0220,35,3.11
PFBA,liver,22-0224,35,10.84
PFBA,liver,22-0238,35,0.59
PFBA,liver,22-0253,35,0
PFBA,liver,22-0255,35,4.28
PFBA,liver,22-0183,42,0
PFBA,liver,00-0206,42,5.46
PFBA,liver,22-0222,42,6.61
PFBA,liver,22-0225,42,0
PFBA,liver,22-0254,42,0
PFBA,liver,22-0186,49,0
PFBA,liver,22-0205,49,8.2
PFBA,liver,22-0207,49,0
PFBA,liver,22-0223,49,0
PFBA,liver,22-0226,49,3.85
PFBA,liver,22-0244,49,0
PFBA,liver,22-0187,56,0
PFBA,liver,22-0208,56,0
PFBA,liver,22-0228,56,16.75
PFBA,liver,22-0229,56,0
PFBA,liver,22-0245,56,3.96
PFBA,liver,22-0256,56,8.3
PFBA,wholebody,22-0180,0,10.98
PFBA,wholebody,22-0181,0,5.72
PFBA,wholebody,22-0196,0,0
PFBA,wholebody,22-0199,0,2.75
PFBA,wholebody,22-0201,0,3.5
PFBA,wholebody,22-0209,0,3.88
PFBA,wholebody,22-0210,0,9.99
PFBA,wholebody,22-0213,0,0
PFBA,wholebody,22-0230,0,0
PFBA,wholebody,22-0231,0,7.8
PFBA,wholebody,22-0246,0,30.38
PFBA,wholebody,22-0247,0,18.38
PFBA,wholebody,22-0237,0,7.36
PFBA,wholebody,22-0197,7,33.07
PFBA,wholebody,22-0212,7,26.75
PFBA,wholebody,22-0214,7,60.37
PFBA,wholebody,22-0232,7,17.88
PFBA,wholebody,22-0234,7,8.42
PFBA,wholebody,22-0249,7,21.17
PFBA,wholebody,22-0200,14,39.13
PFBA,wholebody,22-0215,14,11.88
PFBA,wholebody,22-0216,14,38.4
PFBA,wholebody,22-0233,14,12.96
PFBA,wholebody,22-0250,14,5.8
PFBA,wholebody,22-0202,21,23.99
PFBA,wholebody,22-0217,21,49.77
PFBA,wholebody,22-0218,21,0
PFBA,wholebody,22-0235,21,0
PFBA,wholebody,22-0240,21,19.87
PFBA,wholebody,22-0251,21,26.68
PFBA,wholebody,22-0203,28,13.58
PFBA,wholebody,22-0219,28,0
PFBA,wholebody,22-0221,28,8.98
PFBA,wholebody,22-0236,28,6.26
PFBA,wholebody,22-0241,28,12.13
PFBA,wholebody,22-0252,28,15.71
PFBA,wholebody,22-0182,35,2.37
PFBA,wholebody,22-0220,35,1.54
PFBA,wholebody,22-0224,35,13.83
PFBA,wholebody,22-0238,35,2.37
PFBA,wholebody,22-0253,35,0
PFBA,wholebody,22-0255,35,0
PFBA,wholebody,22-0183,42,12.67
PFBA,wholebody,00-0206,42,7.74
PFBA,wholebody,22-0222,42,1.66
PFBA,wholebody,22-0225,42,0
PFBA,wholebody,22-0254,42,0
PFBA,wholebody,22-0186,49,0
PFBA,wholebody,22-0205,49,7.78
PFBA,wholebody,22-0207,49,8.32
PFBA,wholebody,22-0223,49,0
PFBA,wholebody,22-0226,49,1.38
PFBA,wholebody,22-0244,49,3.31
PFBA,wholebody,22-0187,56,0
PFBA,wholebody,22-0208,56,0
PFBA,wholebody,22-0228,56,12.49
PFBA,wholebody,22-0229,56,4.97
PFBA,wholebody,22-0245,56,0
PFBA,wholebody,22-0256,56,1.8
