PFAS,tissue,toadID,day,concentration_ug_per_kg
PFDA,wholebody,22-0219,28,249.88
PFDA,wholebody,22-0221,28,176.78
PFDA,wholebody,22-0236,28,295.87
PFDA,wholebody,22-0241,28,120.29
PFDA,wholebody,22-0252,28,353.59
PFDA,wholebody,22-0182,35,232.63
PFDA,wholebody,22-0220,35,84.96
PFDA,wholebody,22-0224,35,339.22
PFDA,wholebody,22-0238,35,110.16
PFDA,wholebody,22-0253,35,78.91
PFDA,wholebody,22-0255,35,170.52
PFDA,wholebody,22-0183,42,182.66
PFDA,wholebody,00-0206,42,30.24
PFDA,wholebody,22-0222,42,187.24
PFDA,wholebody,22-0225,42,305.34
PFDA,wholebody,22-0254,42,139.47
PFDA,wholebody,22-0186,49,61.98
PFDA,wholebody,22-0205,49,140.9
PFDA,wholebody,22-0207,49,124.15
PFDA,wholebody,22-0223,49,295.87
PFDA,wholebody,22-0226,49,144.67
PFDA,wholebody,22-0244,49,108.59
PFDA,wholebody,22-0187,56,308.48
PFDA,wholebody,22-0208,56,264.47
PFDA,wholebody,22-0228,56,150.24
PFDA,wholebody,22-0229,56,94.91
PFDA,wholebody,22-0245,56,52.04
PFDA,wholebody,22-0256,56,36.12
PFHpA,liver,22-0180,0,0
PFHpA,liver,22-0181,0,0
PFHpA,liver,22-0196,0,0
PFHpA,liver,22-0199,0,0
PFHpA,liver,22-0201,0,0
PFHpA,liver,22-0209,0,0
PFHpA,liver,22-0210,0,0
PFHpA,liver,22-0213,0,0
PFHpA,liver,22-0230,0,0
PFHpA,liver,22-0231,0,0
PFHpA,liver,22-0246,0,0
PFHpA,liver,22-0247,0,0
PFHpA,liver,22-0237,0,0
PFHpA,liver,22-0197,7,0
PFHpA,liver,22-0212,7,0
PFHpA,liver,22-0214,7,0
PFHpA,liver,22-0232,7,0
PFHpA,liver,22-0234,7,0
PFHpA,liver,22-0249,7,0
PFHpA,liver,22-0200,14,0
PFHpA,liver,22-0215,14,0
PFHpA,liver,22-0216,14,0
PFHpA,liver,22-0233,14,3.29
PFHpA,liver,22-0250,14,0
PFHpA,liver,22-0202,21,2.02
PFHpA,liver,22-0217,21,0
PFHpA,liver,22-0218,21,0
PFHpA,liver,22-0235,21,0
PFHpA,liver,22-0240,21,0
PFHpA,liver,22-0251,21,0
PFHpA,liver,22-0203,28,0
PFHpA,liver,22-0219,28,1.79
PFHpA,liver,22-0221,28,0
PFHpA,liver,22-0236,28,0
PFHpA,liver,22-0241,28,0
PFHpA,liver,22-0252,28,0
PFHpA,liver,22-0182,35,0
PFHpA,liver,22-0220,35,0
PFHpA,liver,22-0224,35,0
PFHpA,liver,22-0238,35,0
PFHpA,liver,22-0253,35,0
PFHpA,liver,22-0255,35,0
PFHpA,liver,22-0183,42,0
PFHpA,liver,00-0206,42,0
PFHpA,liver,22-0222,42,3.36
PFHpA,liver,22-0225,42,0
PFHpA,liver,22-0254,42,0
PFHpA,liver,22-0186,49,0
PFHpA,liver,22-0205,49,0
PFHpA,liver,22-0207,49,0
PFHpA,liver,22-0223,49,0
PFHpA,liver,22-0226,49,0
PFHpA,liver,22-0244,49,0
PFHpA,liver,22-0187,56,0
PFHpA,liver,22-0208,56,0
PFHpA,liver,22-0228,56,0
PFHpA,liver,22-0229,56,0
PFHpA,liver,22-0245,56,2.04
PFHpA,liver,22-0256,56,0
PFHpA,wholebody,22-0180,0,0
PFHpA,wholebody,22-0181,0,0
PFHpA,wholebody,22-0196,0,0
PFHpA,wholebody,22-0199,0,0
PFHpA,wholebody,22-0201,0,0
PFHpA,wholebody,22-0209,0,0
PFHpA,wholebody,22-0210,0,0
PFHpA,wholebody,22-0213,0,0
PFHpA,wholebody,22-0230,0,0
PFHpA,wholebody,22-0231,0,0
PFHpA,wholebody,22-0246,0,0
PFHpA,wholebody,22-0247,0,0
PFHpA,wholebody,22-0237,0,0
PFHpA,wholebody,22-0197,7,0
PFHpA,wholebody,22-0212,7,0
PFHpA,wholebody,22-0214,7,0
PFHpA,wholebody,22-0232,7,0
PFHpA,wholebody,22-0234,7,0
PFHpA,wholebody,22-0249,7,0
PFHpA,wholebody,22-0200,14,0
PFHpA,wholebody,22-0215,14,0
PFHpA,wholebody,22-0216,14,0
PFHpA,wholebody,22-0233,14,0.54
PFHpA,wholebody,22-0250,14,0
PFHpA,wholebody,22-0202,21,0
PFHpA,wholebody,22-0217,21,0
PFHpA,wholebody,22-0218,21,0
PFHpA,wholebody,22-0235,21,0
PFHpA,wholebody,22-0240,21,0
PFHpA,wholebody,22-0251,21,0
PFHpA,wholebody,22-0203,28,0
PFHpA,wholebody,22-0219,28,8
PFHpA,wholebody,22-0221,28,0.85
PFHpA,wholebody,22-0236,28,1.53
PFHpA,wholebody,22-0241,28,0
PFHpA,wholebody,22-0252,28,0
PFHpA,wholebody,22-0182,35,0
PFHpA,wholebody,22-0220,35,0
PFHpA,wholebody,22-0224,35,0
PFHpA,wholebody,22-0238,35,0
PFHpA,wholebody,22-0253,35,0.65
PFHpA,wholebody,22-0255,35,0
PFHpA,wholebody,22-0183,42,0
PFHpA,wholebody,00-0206,42,0
PFHpA,wholebody,22-0222,42,0
PFHpA,wholebody,22-0225,42,0
PFHpA,wholebody,22-0254,42,0
PFHpA,wholebody,22-0186,49,0
PFHpA,wholebody,22-0205,49,0
PFHpA,wholebody,22-0207,49,0
PFHpA,wholebody,22-0223,49,0
PFHpA,wholebody,22-0226,49,0
PFHpA,wholebody,22-0244,49,0
PFHpA,wholebody,22-0187,56,0
PFHpA,wholebody,22-0208,56,0
PFHpA,wholebody,22-0228,56,0
PFHpA,wholebody,22-0229,56,0
PFHpA,wholebody,22-0245,56,0
PFHpA,wholebody,22-0256,56,0
PFHpS,liver,22-0180,0,0
PFHpS,liver,22-0181,0,0
PFHpS,liver,22-0196,0,0
PFHpS,liver,22-0199,0,0
PFHpS,liver,22-0201,0,0
PFHpS,liver,22-0209,0,0
PFHpS,liver,22-0210,0,0
PFHpS,liver,22-0213,0,0
PFHpS,liver,22-0230,0,0
PFHpS,liver,22-0231,0,0
PFHpS,liver,22-0246,0,0
PFHpS,liver,22-0247,0,0
PFHpS,liver,22-0237,0,0
PFHpS,liver,22-0197,7,217.5
PFHpS,liver,22-0212,7,633.13
PFHpS,liver,22-0214,7,195.15
PFHpS,liver,22-0232,7,302.78
PFHpS,liver,22-0234,7,352.82
PFHpS,liver,22-0249,7,917.14
PFHpS,liver,22-0200,14,401.53
PFHpS,liver,22-0215,14,498.9
PFHpS,liver,22-0216,14,318.65
PFHpS,liver,22-0233,14,371.17
PFHpS,liver,22-0250,14,658.48
PFHpS,liver,22-0202,21,468.91
PFHpS,liver,22-0217,21,113.01
PFHpS,liver,22-0218,21,140.58
PFHpS,liver,22-0235,21,511.77
PFHpS,liver,22-0240,21,286.71
PFHpS,liver,22-0251,21,550.79
PFHpS,liver,22-0203,28,293.46
PFHpS,liver,22-0219,28,402.86
PFHpS,liver,22-0221,28,61.86
PFHpS,liver,22-0236,28,334.24
PFHpS,liver,22-0241,28,241.02
PFHpS,liver,22-0252,28,966.66
PFHpS,liver,22-0182,35,94.27
PFHpS,liver,22-0220,35,79.91
PFHpS,liver,22-0224,35,364.88
PFHpS,liver,22-0238,35,46.68
PFHpS,liver,22-0253,35,122.97
PFHpS,liver,22-0255,35,671.08
PFHpS,liver,22-0183,42,315.43
PFHpS,liver,00-0206,42,3.4
PFHpS,liver,22-0222,42,346.42
PFHpS,liver,22-0225,42,7.63
PFHpS,liver,22-0254,42,49.58
PFHpS,liver,22-0186,49,19.17
PFHpS,liver,22-0205,49,78.99
PFHpS,liver,22-0207,49,70.71
PFHpS,liver,22-0223,49,24.92
PFHpS,liver,22-0226,49,49.24
PFHpS,liver,22-0244,49,20.46
PFHpS,liver,22-0187,56,32.29
PFHpS,liver,22-0208,56,21.85
PFHpS,liver,22-0228,56,11.56
PFHpS,liver,22-0229,56,30.13
PFHpS,liver,22-0245,56,11.08
PFHpS,liver,22-0256,56,0
PFHpS,wholebody,22-0180,0,0
PFHpS,wholebody,22-0181,0,0
PFHpS,wholebody,22-0196,0,0
PFHpS,wholebody,22-0199,0,0
PFHpS,wholebody,22-0201,0,0
PFHpS,wholebody,22-0209,0,0
PFHpS,wholebody,22-0210,0,0
PFHpS,wholebody,22-0213,0,0
PFHpS,wholebody,22-0230,0,0
PFHpS,wholebody,22-0231,0,0
PFHpS,wholebody,22-0246,0,0
PFHpS,wholebody,22-0247,0,0
PFHpS,wholebody,22-0237,0,0
PFHpS,wholebody,22-0197,7,30.04
PFHpS,wholebody,22-0212,7,128.44
PFHpS,wholebody,22-0214,7,89.71
PFHpS,wholebody,22-0232,7,63.57
PFHpS,wholebody,22-0234,7,52.48
PFHpS,wholebody,22-0249,7,70.11
PFHpS,wholebody,22-0200,14,70.48
PFHpS,wholebody,22-0215,14,61.18
PFHpS,wholebody,22-0216,14,552.85
PFHpS,wholebody,22-0233,14,42.67
PFHpS,wholebody,22-0250,14,234.6
PFHpS,wholebody,22-0202,21,78.76
PFHpS,wholebody,22-0217,21,41.96
PFHpS,wholebody,22-0218,21,103.62
PFHpS,wholebody,22-0235,21,48.43
PFHpS,wholebody,22-0240,21,76.02
PFHpS,wholebody,22-0251,21,124.31
PFHpS,wholebody,22-0203,28,659.37
PFHpS,wholebody,22-0219,28,248.16
PFHpS,wholebody,22-0221,28,34.87
PFHpS,wholebody,22-0236,28,81.29
PFHpS,wholebody,22-0241,28,37.56
PFHpS,wholebody,22-0252,28,279.59
PFHpS,wholebody,22-0182,35,25.83
PFHpS,wholebody,22-0220,35,9.06
PFHpS,wholebody,22-0224,35,65.97
PFHpS,wholebody,22-0238,35,30.34
PFHpS,wholebody,22-0253,35,12.38
PFHpS,wholebody,22-0255,35,98.61
PFHpS,wholebody,22-0183,42,103.98
PFHpS,wholebody,00-0206,42,0
PFHpS,wholebody,22-0222,42,51.71
PFHpS,wholebody,22-0225,42,47.31
PFHpS,wholebody,22-0254,42,13.25
PFHpS,wholebody,22-0186,49,2.27
PFHpS,wholebody,22-0205,49,20.7
PFHpS,wholebody,22-0207,49,0
PFHpS,wholebody,22-0223,49,33.46
PFHpS,wholebody,22-0226,49,16.1
PFHpS,wholebody,22-0244,49,5.79
PFHpS,wholebody,22-0187,56,36.04
PFHpS,wholebody,22-0208,56,15.01
PFHpS,wholebody,22-0228,56,6.21
PFHpS,wholebody,22-0229,56,9.28
PFHpS,wholebody,22-0245,56,3.51
PFHpS,wholebody,22-0256,56,0
PFHxS,liver,22-0180,0,0
PFHxS,liver,22-0181,0,0
PFHxS,liver,22-0196,0,0
PFHxS,liver,22-0199,0,0
PFHxS,liver,22-0201,0,0
PFHxS,liver,22-0209,0,0
PFHxS,liver,22-0210,0,0
PFHxS,liver,22-0213,0,3.3
PFHxS,liver,22-0230,0,5.45
PFHxS,liver,22-0231,0,0
PFHxS,liver,22-0246,0,0
PFHxS,liver,22-0247,0,0
PFHxS,liver,22-0237,0,4.58
PFHxS,liver,22-0197,7,27.81
PFHxS,liver,22-0212,7,15.86
PFHxS,liver,22-0214,7,4.67
PFHxS,liver,22-0232,7,10.86
PFHxS,liver,22-0234,7,7.03
PFHxS,liver,22-0249,7,21.52
PFHxS,liver,22-0200,14,5.89
PFHxS,liver,22-0215,14,8.9
PFHxS,liver,22-0216,14,4.22
PFHxS,liver,22-0233,14,7.01
PFHxS,liver,22-0250,14,31.39
PFHxS,liver,22-0202,21,3.69
PFHxS,liver,22-0217,21,3.65
PFHxS,liver,22-0218,21,3.34
PFHxS,liver,22-0235,21,52.94
PFHxS,liver,22-0240,21,5.22
PFHxS,liver,22-0251,21,4.19
PFHxS,liver,22-0203,28,10.84
PFHxS,liver,22-0219,28,11.04
PFHxS,liver,22-0221,28,2.66
PFHxS,liver,22-0236,28,12.58
PFHxS,liver,22-0241,28,6.46
PFHxS,liver,22-0252,28,16.91
PFHxS,liver,22-0182,35,1.18
PFHxS,liver,22-0220,35,2.95
PFHxS,liver,22-0224,35,3.22
PFHxS,liver,22-0238,35,0.62
PFHxS,liver,22-0253,35,6.43
PFHxS,liver,22-0255,35,4.69
PFHxS,liver,22-0183,42,0
PFHxS,liver,00-0206,42,0
PFHxS,liver,22-0222,42,1.51
PFHxS,liver,22-0225,42,0
PFHxS,liver,22-0254,42,0.48
PFHxS,liver,22-0186,49,0
PFHxS,liver,22-0205,49,6.28
PFHxS,liver,22-0207,49,1.78
PFHxS,liver,22-0223,49,0
PFHxS,liver,22-0226,49,2.14
PFHxS,liver,22-0244,49,0
PFHxS,liver,22-0187,56,0
PFHxS,liver,22-0208,56,0
PFHxS,liver,22-0228,56,0
PFHxS,liver,22-0229,56,0
PFHxS,liver,22-0245,56,0
PFHxS,liver,22-0256,56,0
PFHxS,wholebody,22-0180,0,0
PFHxS,wholebody,22-0181,0,2.49
PFHxS,wholebody,22-0196,0,0
PFHxS,wholebody,22-0199,0,0
PFHxS,wholebody,22-0201,0,0
PFHxS,wholebody,22-0209,0,0
PFHxS,wholebody,22-0210,0,0
PFHxS,wholebody,22-0213,0,0
PFHxS,wholebody,22-0230,0,0
PFHxS,wholebody,22-0231,0,0
PFHxS,wholebody,22-0246,0,0
PFHxS,wholebody,22-0247,0,0.42
PFHxS,wholebody,22-0237,0,0
PFHxS,wholebody,22-0197,7,5.17
PFHxS,wholebody,22-0212,7,3.9
PFHxS,wholebody,22-0214,7,2.39
PFHxS,wholebody,22-0232,7,6.88
PFHxS,wholebody,22-0234,7,6.23
PFHxS,wholebody,22-0249,7,2.28
PFHxS,wholebody,22-0200,14,2.93
PFHxS,wholebody,22-0215,14,3.02
PFHxS,wholebody,22-0216,14,27.33
PFHxS,wholebody,22-0233,14,5.32
PFHxS,wholebody,22-0250,14,39.62
PFHxS,wholebody,22-0202,21,5.06
PFHxS,wholebody,22-0217,21,5.12
PFHxS,wholebody,22-0218,21,12.36
PFHxS,wholebody,22-0235,21,7.12
PFHxS,wholebody,22-0240,21,2.36
PFHxS,wholebody,22-0251,21,4.9
PFHxS,wholebody,22-0203,28,19.59
PFHxS,wholebody,22-0219,28,303.17
PFHxS,wholebody,22-0221,28,2.53
PFHxS,wholebody,22-0236,28,20.66
PFHxS,wholebody,22-0241,28,1.74
PFHxS,wholebody,22-0252,28,7.29
PFHxS,wholebody,22-0182,35,0
PFHxS,wholebody,22-0220,35,0.76
PFHxS,wholebody,22-0224,35,2.3
PFHxS,wholebody,22-0238,35,0
PFHxS,wholebody,22-0253,35,1.18
PFHxS,wholebody,22-0255,35,2.43
PFHxS,wholebody,22-0183,42,0
PFHxS,wholebody,00-0206,42,0
PFHxS,wholebody,22-0222,42,0
PFHxS,wholebody,22-0225,42,0
PFHxS,wholebody,22-0254,42,0
PFHxS,wholebody,22-0186,49,0
PFHxS,wholebody,22-0205,49,0
PFHxS,wholebody,22-0207,49,1.07
PFHxS,wholebody,22-0223,49,0
PFHxS,wholebody,22-0226,49,2.39
PFHxS,wholebody,22-0244,49,0
PFHxS,wholebody,22-0187,56,0
PFHxS,wholebody,22-0208,56,0
PFHxS,wholebody,22-0228,56,0
PFHxS,wholebody,22-0229,56,1.53
PFHxS,wholebody,22-0245,56,0
PFHxS,wholebody,22-0256,56,0
PFTrDA,liver,22-0180,0,186.18
PFTrDA,liver,22-0181,0,34.04
PFTrDA,liver,22-0196,0,37.59
PFTrDA,liver,22-0199,0,16.45
PFTrDA,liver,22-0201,0,0
PFTrDA,liver,22-0209,0,33.69
PFTrDA,liver,22-0210,0,198.54
PFTrDA,liver,22-0213,0,62.75
PFTrDA,liver,22-0230,0,247.02
PFTrDA,liver,22-0231,0,23.61
PFTrDA,liver,22-0246,0,35.08
PFTrDA,liver,22-0247,0,24.41
PFTrDA,liver,22-0237,0,0
PFTrDA,liver,22-0197,7,40.1
PFTrDA,liver,22-0212,7,25.07
PFTrDA,liver,22-0214,7,51.63
PFTrDA,liver,22-0232,7,21.15
PFTrDA,liver,22-0234,7,17.37
PFTrDA,liver,22-0249,7,35.71
PFTrDA,liver,22-0200,14,347.83
PFTrDA,liver,22-0215,14,8.93
PFTrDA,liver,22-0216,14,0
PFTrDA,liver,22-0233,14,131.79
PFTrDA,liver,22-0250,14,44.36
PFTrDA,liver,22-0202,21,147.28
PFTrDA,liver,22-0217,21,0
PFTrDA,liver,22-0218,21,34.53
PFTrDA,liver,22-0235,21,61.82
PFTrDA,liver,22-0240,21,10.02
PFTrDA,liver,22-0251,21,30.39
PFTrDA,liver,22-0203,28,32.32
PFTrDA,liver,22-0219,28,138.99
PFTrDA,liver,22-0221,28,0
PFTrDA,liver,22-0236,28,309.61
PFTrDA,liver,22-0241,28,0
PFTrDA,liver,22-0252,28,19.42
PFTrDA,liver,22-0182,35,52.7
PFTrDA,liver,22-0220,35,66.55
PFTrDA,liver,22-0224,35,18.26
PFTrDA,liver,22-0238,35,13.03
PFTrDA,liver,22-0253,35,65.95
PFTrDA,liver,22-0255,35,204.8
PFTrDA,liver,22-0183,42,15.31
PFTrDA,liver,00-0206,42,13.89
PFTrDA,liver,22-0222,42,184.72
PFTrDA,liver,22-0225,42,0
PFTrDA,liver,22-0254,42,41.64
PFTrDA,liver,22-0186,49,23.92
PFTrDA,liver,22-0205,49,31.17
PFTrDA,liver,22-0207,49,202.32
PFTrDA,liver,22-0223,49,38
PFTrDA,liver,22-0226,49,59.95
PFTrDA,liver,22-0244,49,115.81
PFTrDA,liver,22-0187,56,32.69
PFTrDA,liver,22-0208,56,59.31
PFTrDA,liver,22-0228,56,98.89
PFTrDA,liver,22-0229,56,16.48
PFTrDA,liver,22-0245,56,54.02
PFTrDA,liver,22-0256,56,36.88
PFTrDA,wholebody,22-0180,0,72.77
PFTrDA,wholebody,22-0181,0,7.43
PFTrDA,wholebody,22-0196,0,25.22
PFTrDA,wholebody,22-0199,0,13.06
PFTrDA,wholebody,22-0201,0,0
PFTrDA,wholebody,22-0209,0,9.11
PFTrDA,wholebody,22-0210,0,24
PFTrDA,wholebody,22-0213,0,16.78
PFTrDA,wholebody,22-0230,0,63.3
PFTrDA,wholebody,22-0231,0,0
PFTrDA,wholebody,22-0246,0,11.93
PFTrDA,wholebody,22-0247,0,6.69
PFTrDA,wholebody,22-0237,0,8.4
PFTrDA,wholebody,22-0197,7,18.36
PFTrDA,wholebody,22-0212,7,30.53
PFTrDA,wholebody,22-0214,7,50.67
PFTrDA,wholebody,22-0232,7,10.94
PFTrDA,wholebody,22-0234,7,10.02
PFTrDA,wholebody,22-0249,7,39.1
PFTrDA,wholebody,22-0200,14,51.68
PFTrDA,wholebody,22-0215,14,0
PFTrDA,wholebody,22-0216,14,18.78
PFTrDA,wholebody,22-0233,14,32.7
PFTrDA,wholebody,22-0250,14,40.62
PFTrDA,wholebody,22-0202,21,94.46
PFTrDA,wholebody,22-0217,21,0
PFTrDA,wholebody,22-0218,21,54.62
PFTrDA,wholebody,22-0235,21,18.37
PFTrDA,wholebody,22-0240,21,0
PFTrDA,wholebody,22-0251,21,20.13
PFTrDA,wholebody,22-0203,28,0
PFTrDA,wholebody,22-0219,28,62.23
PFTrDA,wholebody,22-0221,28,9.42
PFTrDA,wholebody,22-0236,28,95.4
PFTrDA,wholebody,22-0241,28,0
PFTrDA,wholebody,22-0252,28,0
PFTrDA,wholebody,22-0182,35,25.34
PFTrDA,wholebody,22-0220,35,13.62
PFTrDA,wholebody,22-0224,35,0
PFTrDA,wholebody,22-0238,35,22.49
PFTrDA,wholebody,22-0253,35,7.44
PFTrDA,wholebody,22-0255,35,121.87
PFTrDA,wholebody,22-0183,42,13.19
PFTrDA,wholebody,00-0206,42,0
PFTrDA,wholebody,22-0222,42,101.32
PFTrDA,wholebody,22-0225,42,0
PFTrDA,wholebody,22-0254,42,16.12
PFTrDA,wholebody,22-0186,49,7.02
PFTrDA,wholebody,22-0205,49,0
PFTrDA,wholebody,22-0207,49,66.52
PFTrDA,wholebody,22-0223,49,48.93
PFTrDA,wholebody,22-0226,49,34.93
PFTrDA,wholebody,22-0244,49,43.64
PFTrDA,wholebody,22-0187,56,34.67
PFTrDA,wholebody,22-0208,56,27.27
PFTrDA,wholebody,22-0228,56,48.15
PFTrDA,wholebody,22-0229,56,9.86
PFTrDA,wholebody,22-0245,56,25.1
PFTrDA,wholebody,22-0256,56,9.18
PFNA,liver,22-0180,0,1.76
PFNA,liver,22-0181,0,0
PFNA,liver,22-0196,0,0
PFNA,liver,22-0199,0,0
PFNA,liver,22-0201,0,0
PFNA,liver,22-0209,0,0
PFNA,liver,22-0210,0,0
PFNA,liver,22-0213,0,0
PFNA,liver,22-0230,0,1.07
PFNA,liver,22-0231,0,0
PFNA,liver,22-0246,0,0
PFNA,liver,22-0247,0,0
PFNA,liver,22-0237,0,0
PFNA,liver,22-0197,7,13.83
PFNA,liver,22-0212,7,51.96
PFNA,liver,22-0214,7,7.88
PFNA,liver,22-0232,7,10.19
PFNA,liver,22-0234,7,18.69
PFNA,liver,22-0249,7,36.79
PFNA,liver,22-0200,14,14.02
PFNA,liver,22-0215,14,11.04
PFNA,liver,22-0216,14,13
PFNA,liver,22-0233,14,16.94
PFNA,liver,22-0250,14,148.83
PFNA,liver,22-0202,21,22.16
PFNA,liver,22-0217,21,4.9
PFNA,liver,22-0218,21,3.28
PFNA,liver,22-0235,21,37.44
PFNA,liver,22-0240,21,6.53
PFNA,liver,22-0251,21,18.79
PFNA,liver,22-0203,28,9.99
PFNA,liver,22-0219,28,27.35
PFNA,liver,22-0221,28,0
PFNA,liver,22-0236,28,16.72
PFNA,liver,22-0241,28,10.86
PFNA,liver,22-0252,28,33.54
PFNA,liver,22-0182,35,0
PFNA,liver,22-0220,35,0
PFNA,liver,22-0224,35,8.89
PFNA,liver,22-0238,35,0.58
PFNA,liver,22-0253,35,13.04
PFNA,liver,22-0255,35,9.23
PFNA,liver,22-0183,42,8.71
PFNA,liver,00-0206,42,0
PFNA,liver,22-0222,42,11.01
PFNA,liver,22-0225,42,0
PFNA,liver,22-0254,42,0
PFNA,liver,22-0186,49,0
PFNA,liver,22-0205,49,7.09
PFNA,liver,22-0207,49,10.73
PFNA,liver,22-0223,49,0
PFNA,liver,22-0226,49,0
PFNA,liver,22-0244,49,1.96
PFNA,liver,22-0187,56,0
PFNA,liver,22-0208,56,0
PFNA,liver,22-0228,56,0
PFNA,liver,22-0229,56,0
PFNA,liver,22-0245,56,0
PFNA,liver,22-0256,56,0
PFNA,wholebody,22-0180,0,0
PFNA,wholebody,22-0181,0,0
PFNA,wholebody,22-0196,0,0
PFNA,wholebody,22-0199,0,0
PFNA,wholebody,22-0201,0,0
PFNA,wholebody,22-0209,0,0
PFNA,wholebody,22-0210,0,0
PFNA,wholebody,22-0213,0,0
PFNA,wholebody,22-0230,0,0
PFNA,wholebody,22-0231,0,0
PFNA,wholebody,22-0246,0,0
PFNA,wholebody,22-0247,0,0
PFNA,wholebody,22-0237,0,0
PFNA,wholebody,22-0197,7,4.16
PFNA,wholebody,22-0212,7,13.95
PFNA,wholebody,22-0214,7,5.03
PFNA,wholebody,22-0232,7,5.69
PFNA,wholebody,22-0234,7,10.08
PFNA,wholebody,22-0249,7,4.64
PFNA,wholebody,22-0200,14,4.65
PFNA,wholebody,22-0215,14,3.09
PFNA,wholebody,22-0216,14,56.04
PFNA,wholebody,22-0233,14,4.89
PFNA,wholebody,22-0250,14,57.63
PFNA,wholebody,22-0202,21,7.45
PFNA,wholebody,22-0217,21,5.97
PFNA,wholebody,22-0218,21,5.71
PFNA,wholebody,22-0235,21,5.5
PFNA,wholebody,22-0240,21,4.04
PFNA,wholebody,22-0251,21,9.18
PFNA,wholebody,22-0203,28,0
PFNA,wholebody,22-0219,28,91.44
PFNA,wholebody,22-0221,28,2.25
PFNA,wholebody,22-0236,28,5.77
PFNA,wholebody,22-0241,28,3.81
PFNA,wholebody,22-0252,28,21.64
PFNA,wholebody,22-0182,35,1.79
PFNA,wholebody,22-0220,35,0
PFNA,wholebody,22-0224,35,5.63
PFNA,wholebody,22-0238,35,0
PFNA,wholebody,22-0253,35,1.32
PFNA,wholebody,22-0255,35,3.52
PFNA,wholebody,22-0183,42,4.84
PFNA,wholebody,00-0206,42,0
PFNA,wholebody,22-0222,42,2.44
PFNA,wholebody,22-0225,42,4.16
PFNA,wholebody,22-0254,42,0
PFNA,wholebody,22-0186,49,0
PFNA,wholebody,22-0205,49,0
PFNA,wholebody,22-0207,49,0
PFNA,wholebody,22-0223,49,0
PFNA,wholebody,22-0226,49,0
PFNA,wholebody,22-0244,49,0
PFNA,wholebody,22-0187,56,3.09
PFNA,wholebody,22-0208,56,0
PFNA,wholebody,22-0228,56,0
PFNA,wholebody,22-0229,56,0
PFNA,wholebody,22-0245,56,0
PFNA,wholebody,22-0256,56,0
PFTeDA,liver,22-0180,0,97.53
PFTeDA,liver,22-0181,0,18.16
PFTeDA,liver,22-0196,0,25.51
PFTeDA,liver,22-0199,0,15.82
PFTeDA,liver,22-0201,0,26.43
PFTeDA,liver,22-0209,0,20.78
PFTeDA,liver,22-0210,0,119.2
PFTeDA,liver,22-0213,0,43.91
PFTeDA,liver,22-0230,0,140.62
PFTeDA,liver,22-0231,0,25.54
PFTeDA,liver,22-0246,0,35.46
PFTeDA,liver,22-0247,0,21.7
PFTeDA,liver,22-0237,0,9.56
PFTeDA,liver,22-0197,7,64.93
PFTeDA,liver,22-0212,7,36.74
PFTeDA,liver,22-0214,7,39.22
PFTeDA,liver,22-0232,7,21.54
PFTeDA,liver,22-0234,7,25.91
PFTeDA,liver,22-0249,7,45.41
PFTeDA,liver,22-0200,14,269.57
PFTeDA,liver,22-0215,14,14.4
PFTeDA,liver,22-0216,14,15.02
PFTeDA,liver,22-0233,14,152.05
PFTeDA,liver,22-0250,14,56.32
PFTeDA,liver,22-0202,21,194.91
PFTeDA,liver,22-0217,21,8.86
PFTeDA,liver,22-0218,21,37.67
PFTeDA,liver,22-0235,21,54.73
PFTeDA,liver,22-0240,21,13.14
PFTeDA,liver,22-0251,21,32.19
PFTeDA,liver,22-0203,28,44.31
PFTeDA,liver,22-0219,28,136.55
PFTeDA,liver,22-0221,28,13.44
PFTeDA,liver,22-0236,28,256.13
PFTeDA,liver,22-0241,28,12.84
PFTeDA,liver,22-0252,28,22.39
PFTeDA,liver,22-0182,35,66.73
PFTeDA,liver,22-0220,35,59.29
PFTeDA,liver,22-0224,35,26.18
PFTeDA,liver,22-0238,35,12.23
PFTeDA,liver,22-0253,35,50.67
PFTeDA,liver,22-0255,35,281.1
PFTeDA,liver,22-0183,42,21.66
PFTeDA,liver,00-0206,42,18.36
PFTeDA,liver,22-0222,42,217.99
PFTeDA,liver,22-0225,42,25.4
PFTeDA,liver,22-0254,42,39.13
PFTeDA,liver,22-0186,49,36.64
PFTeDA,liver,22-0205,49,30.46
PFTeDA,liver,22-0207,49,192.86
PFTeDA,liver,22-0223,49,38.58
PFTeDA,liver,22-0226,49,90.16
PFTeDA,liver,22-0244,49,174.9
PFTeDA,liver,22-0187,56,41.51
PFTeDA,liver,22-0208,56,71.3
PFTeDA,liver,22-0228,56,83.69
PFTeDA,liver,22-0229,56,28.16
PFTeDA,liver,22-0245,56,72.21
PFTeDA,liver,22-0256,56,39.11
PFTeDA,wholebody,22-0180,0,49.39
PFTeDA,wholebody,22-0181,0,3
PFTeDA,wholebody,22-0196,0,11.73
PFTeDA,wholebody,22-0199,0,11.48
PFTeDA,wholebody,22-0201,0,2.58
PFTeDA,wholebody,22-0209,0,10.47
PFTeDA,wholebody,22-0210,0,22.95
PFTeDA,wholebody,22-0213,0,14.1
PFTeDA,wholebody,22-0230,0,54.43
PFTeDA,wholebody,22-0231,0,5.15
PFTeDA,wholebody,22-0246,0,11.73
PFTeDA,wholebody,22-0247,0,6.64
